CAS,CAS,Compound Name by Eybna,Compound Name,PubChem_CID,pubchemcid ,Eybna molecules,SMILES,Canonical_SMILES,Isomeric_SMILES,Canonical SMILES,Isomeric SMILES,Physical Description,Description,molecular type,Molecule family,Found in Cannabis,FEMA number,FEMA_No,Botanical Source,molecular mass (g/mol),Molecular Weight [g/mol],Empirical_Formula,molecular formula,Boiling Point [°C] @760 mmHg,boiling point (celsius),Melting Point [°C],Melting point (celcius),Density [g/cm3] @25 °C,density (g/cm3),Flash Point [°C],flash point (celsius),Vapor Pressure [mmHg] @25 °C,vapour pressure (kPa),Water Solubility [mg/L] @25 °C (water),Solubility General,Water Solubility (mg/l @ 20C),Physical State ,Physical State,Physical Description,Oral LD50 rat (mg/kg),Oral LD50 mouse (mg/kg),Dermal LD50 rabbit (mg/kg),ODT(ppb),aroma description,Aroma Color,Intensity (1-10),Flavor,Flavor,Odor,Odor,Odor Threshold,Long Description,Family Type
90-05-1,90-05-1,Guaiacol,Guaiacol,460,460,1,COC1=CC=CC=C1O,COc1ccccc1O,,COC1=CC=CC=C1O,,"O-methoxyphenol appears as colorless to amber crystals or liquid. Density (of solid) 1.129 g / cm3. Solidifies at 28 °C (82.4 °F), but may remain liquid for a long time even at a much lower temperature. Slightly water soluble. Soluble in aqueous sodium hydroxide. Used medicinally as an expectorant. Used, because of its anti-oxidant properties, as an anti-skinning agent for paints.; Other Solid; White or slightly yellow solid or colorless to yellowish liquid; Darkened by light and air; solidifies at 28 deg C (may remain liquid at lower temperatures); [Merck Index] Solid or liquid; mp = 32 deg C; [HSDB] Low melting solid; mp = 28-29 deg C; [MSDSon; Solid; Colourless to amber crystals, powerful, smoke-like, somewhat medicinal odour","Derived from guaiacum and wood smoke, guaiacol has a smoky, sweet aroma. It's utilized in the flavoring of foods like whisky and in pharmaceuticals for its expectorant properties.",Phenol ,Cyclic Oxygenated Compounds,1,2532,2532,White oak / coconut oil,124.14,124.14,C7H8O2,C7H8O2,206.11,205,28,32,,1.14,82.22,73.9,0.103,0.0137,700,"Slightly soluble (NTP, 1992); Soluble in carbon tetrachloride; Miscible with alcohol, chloroform, ether, oils, glacial acetic acid; slightly soluble in petroleum ether; soluble in sodium hydroxide solution; 1 g /o-methoxyphenol/ is soluble in 60-70 mL water, in 1 mL glycerol; In water 18,700 mg/L at 25 °C; 18.7 mg/mL at 15 °C; slightly soluble in water; very soluble (in ethanol)",Slightly soluble,liquid ,liquid,"O-methoxyphenol appears as colorless to amber crystals or liquid. Density (of solid) 1.129 g / cm3. Solidifies at 28 °C (82.4 °F), but may remain liquid for a long time even at a much lower temperature. Slightly water soluble. Soluble in aqueous sodium hydroxide. Used medicinally as an expectorant. Used, because of its anti-oxidant properties, as an anti-skinning agent for paints.; Other Solid; White or slightly yellow solid or colorless to yellowish liquid; Darkened by light and air; solidifies at 28 deg C (may remain liquid at lower temperatures); [Merck Index] Solid or liquid; mp = 32 deg C; [HSDB] Low melting solid; mp = 28-29 deg C; [MSDSon; Solid; Colourless to amber crystals, powerful, smoke-like, somewhat medicinal odour",520,621,4600,,smoky,#580b0b,,,,Smoky beef jerky,"Aromatic odor; CHARACTERISTIC SWEET ODOR, SLIGHTLY PHENOLIC",Odor threshold = 0.001-0.002 ppm (recognition),"Leather, cloves, smoky, bacon with maple, BBQ sauce, dog food, meaty","Smoky, Spicy"
88-84-6,88-84-6,Guaiene,Guaiene,15560252,6949,1,C[C@H]1CCC(=C(C)C)CC2=C1CC[C@@H]2C,CC(C)=C1CCC(C)C2=C(C1)C(C)CC2,CC(C)=C1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,CC1CCC(=C(C)C)CC2=C1CCC2C,C[C@H]1CCC(=C(C)C)CC2=C1CC[C@@H]2C,"Mobile greenish-yellow liquid; Earthy, spicy aroma","Found in cypress oil and guaiac wood, guaiene is characterized by its woody, earthy aroma. It's used in perfumery for its unique scent profile and in traditional medicine for its anti-inflammatory properties.",Sesquiterpene,Terpenes,1,,,Valerian root,204.35,204.35,C15H24,C15H24,,128,,,,0.912,,110,,0.0008,,"Insoluble in water, propylene glycol; Soluble in oils; Soluble (in ethanol)",Insoluble,liquid ,liquid,"Mobile greenish-yellow liquid; Earthy, spicy aroma",5000,,,,woody,#407916,,,,Herbal spice,,,"Fresh cut grass. Smoky herbaceous with floral notes, very fresh.","Herbal, Fresh"
73003-40-4,489-86-1,Guaiol,Guaiol,227829,227829,1,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,CC1CCC(C(C)(C)O)CC2=C1CCC2C,C[C@H]1CC[C@@H](C(C)(C)O)CC2=C1CC[C@@H]2C,CC1CCC(CC2=C1CCC2C)C(C)(C)O,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,,"Found in guaiacum wood and cypress pine, guaiol has a woody, piney aroma with rose undertones. It's valued in perfumery for its unique scent profile and in traditional medicine for its anti-inflammatory properties.",Alcohol ,Oxygenated Aliphatics,1,,2534,Guaiacum oil,222.37,222.37,C15H26O,C15H26O,,133,,89.5,,0.9714,,113,,7.20E-06,,,Insoluble,solid,,,5000,,5000,,Pine,#5c3700,,,,Smoky resin,,,"Waxy, smoky BBQ sauce, burnt wood, moist.","Earthy, woody, Spicy, Nutty"
2445-76-3,2445-76-3,Hexyl Propionate,Hexyl Propionate,88454,88454,1,CCCCCCOC(=O)CC,CCCCCCOC(=O)CC,,CCCCCCOC(=O)CC,,"Liquid; colourless to pale yellow liquid with an earthy, acrid odour","Found in apples and plums, hexyl propionate has a sweet, fruity aroma. It's utilized in flavorings to enhance fruit flavors, particularly in confectionery and beverages, and in perfumery for its fresh, juicy scent.",Ester,Oxygenated Aliphatics,1,2576,2576,Coconut oil / cane sugar,158.24,158.24,C9H18O2,C9H18O2,,190,-57.5,-57,,0.87,,65,,0.0007,,"very slightly; soluble in alcohol, propylene glycol; insoluble in water",0.25 g/l,liquid ,liquid,"Liquid; colourless to pale yellow liquid with an earthy, acrid odour",5000,,5000,,"earthy, acrid",#35cd2d,,,,Tropical,,,"Green apple, watermelon, grassy, fruity, pineapple, sour candy","Tropical, Sour, Candy, Fruity"
6753-98-6,6753-98-6,Humulene,Humulene,5281520,5281520,1,C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,CC1=CCCC(C)=CCC(C)(C)C=CC1,C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1,CC1=CCC(C=CCC(=CCC1)C)(C)C,C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,Solid,"Found in hops and coriander, humulene offers a hoppy, woody aroma. It's utilized in brewing and as an anti-inflammatory agent, with studies suggesting potential cancer-fighting properties.",Sesquiterpene,Terpenes,1,,,Santolina Chamaecyparissu,204.35,204.35,C15H24,C15H24,,167,25,25,,0.886,,90,,0.0012,,,11,liquid ,solid,Solid,50,,12800,160,woody,#b99898,,,,Spices,,,"Earthy wood notes. Has several spices notes - black pepper, cloves, cinnamon. Little bit smoky.",Spicy
11050-62-7,11050-62-7,Isojasmone,Isojasmone,61531,6435841,1,CCC=CCC1=C(C(=O)CC1)C,CCC=CCC1=C(C)C(=O)CC1,,CCC=CCC1=C(C(=O)CC1)C,CC/C=C/CC1=C(C(=O)CC1)C,"Yellow, yellow-brown liquid; green odour reminiscent of jasmine","Derived from jasmine, isojasmone offers a delicate, floral, slightly fruity scent. It's used in perfumery for its soft jasmine note and in flavorings for its subtle, sweet flavor.",Ketone,Oxygenated Aliphatics,1,3552,3552,,166.26,164.24,C11H16O,C11H16O,,232,,144,,0.92,,100,,0.0019998358,,insoluble in water; soluble in hexane and fats; Miscible at room temperature (in ethanol),Insoluble,liquid ,liquid,"Yellow, yellow-brown liquid; green odour reminiscent of jasmine",,,,,Jasmine,#b0f493,,,Blue cheese/sour apple,Sour fruit candy,,,"Floral, green, apple, fruit juice, cheesy notes, fruit candy, alcoholic","Alcoholic, Fruity, Candy, Sour, Floral"
89-79-2,89-79-2,Isopulegol,Isopulegol,170833,170833,1,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,C=C(C)C1CCC(C)CC1O,C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC1CCC(C(C1)O)C(=C)C,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,"Liquid; Solid; Colourless liquid, minty-herbaceous, bitter-sweet, harsh, camphoraceous odour","Present in lemongrass and mint, isopulegol offers a minty aroma. It's used in the flavor and fragrance industries, and is known for its potential gastroprotective effects.",Monoterpene Alcohol,Oxygenated Aliphatics,1,2962,2962,Eucalyptus oil,154.3,154.25,C10H18O,C10H18O,,216,78,78,,0.91,,85,,0.013,,slightly soluble in water; soluble in oils; miscible (in ethanol),1280,liquid ,liquid,"Liquid; Solid; Colourless liquid, minty-herbaceous, bitter-sweet, harsh, camphoraceous odour",1030,,5000,1000,minty,#3ebb89,,,,Sweet mint,,,"Mint mouth wash, toothpaste, eucalyptus notes, camphorous","Camphorous, Fresh, Alcoholic, Sweet"
6485-40-1,6485-40-1,L-Carvone,L-Carvone,439570,439570,1,CC1=CC[C@H](CC1=O)C(=C)C,C=C(C)C1CC=C(C)C(=O)C1,C=C(C)[C@@H]1CC=C(C)C(=O)C1,CC1=CCC(CC1=O)C(=C)C,CC1=CC[C@H](CC1=O)C(=C)C,Liquid; (l-form) colourless to pale strawberry coloured liquid with a spearmint-like odour,"Sourced from spearmint, L-carvone offers a distinctly minty aroma. It's used in food flavoring, chewing gums, and dental hygiene products, valued for its refreshing taste and aroma.",Monoterpene,Terpenes,1,2249,2249,Citrus peels/ Spearmint oil,150.2,150.22,C10H14O,C10H14O,,231,15,25.2,,0.96,,92,,0.013,,1.31 mg/mL at 25 °C; soluble in propylene glycol and most fixed oils; insoluble in glycerol; miscible with alcohol; 1 ml in 2 ml 70% alcohol (in ethanol),Insoluble,liquid ,liquid,Liquid; (l-form) colourless to pale strawberry coloured liquid with a spearmint-like odour,1640,,3800,"[2.7,600]",minty,,,,,,,,,
4573-50-6,4573-50-6,L-Piperitone,L-Piperitone,107561,107561,0,CC1=CC(=O)[C@H](CC1)C(C)C,CC1=CC(=O)C(C(C)C)CC1,CC1=CC(=O)[C@@H](C(C)C)CC1,CC1=CC(=O)C(CC1)C(C)C,CC1=CC(=O)[C@H](CC1)C(C)C,Light yellowish liquid; Herbaceous minty aroma,"Sourced from eucalyptus and peppermint, L-piperitone offers a minty, camphoraceous aroma. It's used in the flavor and fragrance industry for its refreshing scent and in pharmaceuticals for its therapeutic properties.",Ketone ,Oxygenated Aliphatics,1,4200,4200,,152.23,152.23,C10H16O,C10H16O,,246,,232,,0.932,,90.56,,0.007599376083,,Insoluble in water; Soluble (in ethanol),Insoluble,liquid ,liquid,Light yellowish liquid; Herbaceous minty aroma,,,,,Herbaceous,,,,,,,,,
5989-27-5,5989-27-5,Limonene,Limonene,440917,440917,1,CC1=CC[C@@H](CC1)C(=C)C,C=C(C)C1CC=C(C)CC1,C=C(C)[C@H]1CC=C(C)CC1,CC1=CCC(CC1)C(=C)C,CC1=CC[C@@H](CC1)C(=C)C,"D-limonene is a clear colorless mobile liquid with a pleasant lemon-like odor. (NTP, 1992); Dry Powder, Liquid, Other Solid; Liquid, Other Solid; Liquid; Liquid; [HSDB]; Liquid; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; Colourless mobile liquid; fresh, light, sweet, citrusy aroma","Found in citrus fruit peels, limonene is known for its refreshing citrus aroma. Used primarily in cleaning products and fragrances, it contributes to stress relief and mood enhancement.",Monoterpene,Terpenes,1,2633,2633,Citrus peels,136.2,136.23,C10H16,C10H16,176.11,176,-96.89,−74.35,,0.8411,48.33,51,1.98,20,13.8,"less than 1 mg/mL at 67.1 °F (NTP, 1992); In water, 13.8 mg/L at 25 °C; Miscible with ethanol and ether; soluble in carbon tetrachloride; Miscible with fixed oils; slightly soluble in glycerin; insoluble in propylene glycol; Solubility in water at 25 °C: very poor; Insoluble in water, propylene glycol; slightly Soluble in glycerol; Soluble in oils; Soluble (in ethanol)",Insoluble,liquid ,liquid,"D-limonene is a clear colorless mobile liquid with a pleasant lemon-like odor. (NTP, 1992); Dry Powder, Liquid, Other Solid; Liquid, Other Solid; Liquid; Liquid; [HSDB]; Liquid; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; Colourless mobile liquid; fresh, light, sweet, citrusy aroma",4400,5600,5,"[4,229]",citrus,#ffc841,,"FRESH, CITRUS TASTE",,Citrus peel,Citrus odor,,"Orange, lemon peel, sweet citrus, cleaning product",Citrus
78-70-6,78-70-6,Linalool,Linalool,6549,6549,1,CC(=CCCC(C)(C=C)O)C,C=CC(C)(O)CCC=C(C)C,,CC(O)(C=C)CCC=C(C)C,,"Liquid, Other Solid; Other Solid; Liquid; Colorless liquid with an odor of bergamot oil or French lavender; [Hawley]; Solid; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless liquid with a pleasant, floral odour","Found in lavender and coriander, linalool is known for its floral and slightly spicy aroma. Used primarily in perfumery and aromatherapy, it is valued for its calming and soothing effects.",Monoterpenic Alcohol,Oxygenated Aliphatics,1,2635,2635,Ho wood oil,154.3,154.25,C10H18O,C10H18O,,196.3,-74,−20,,0.865,78,77.2,,0.027,1590,"In water, 1590 mg/L at 25 °C; Soluble in alcohol, ether, fixed oils, propylene glycol; insoluble in glycerin; 1.59 mg/mL at 25 °C; Solubility in water, g/100ml at 25 °C: 0.16; soluble in fixed oils, propylene glycol; insoluble in glycerol and water; 1 ml in 4 ml 60% alcohol; 1 ml in 2 ml 70% alcohol (in ethanol)",1589,liquid ,liquid,"Liquid, Other Solid; Other Solid; Liquid; Colorless liquid with an odor of bergamot oil or French lavender; [Hawley]; Solid; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless liquid with a pleasant, floral odour",2790,2200,5610,"[4,10]",floral,#bb80c5,,"Taste characteristics at 30 ppm: Floral, woody, sweet with a green, spicy tropical nuance; Flavor characteristics: light, floral; Spicy, citrus taste",,Soapy floral,"Odor similar to that of bergamot oil and French lavender; Typical floral odor free from camphoraceous and terpenic notes; Floral, spicy, wood odor; Flowery-fresh odor and reminiscent of Lily of the Valley",Odor Threshold Low: 1.0 [ppm]; ... Nasal pungency ... with a threshold of ~ 320 ppm ... Olfactory threshold ... at about 1 ppm.,"Lavender blossom, fresh, herbal, soapy, perfume.","Soap, Floral, Herbal, Fresh"
1365-19-1,1365-19-1,Linalool Oxide,Linalool Oxide,22310,22310,1,CC1(CCC(O1)C(C)(C)O)C=C,C=CC1(C)CCC(C(C)(C)O)O1,,CC(=CCCC(C)(C1CO1)O)C,,,"Present in lavender and mint, linalool oxide offers a soft, floral, slightly spicy aroma. It's utilized in fragrances to add complexity and in flavorings for its subtle, herbaceous notes.",Monoterpene ,Terpenes,1,3746,3746,,170.25,170.25,C10H18O2,C10H18O2,,194,128.3,128,,0.945,,163,,0.0027997701,,,1669,liquid ,,,1150,,2500,,"Herbal, Pine ",,,,,,,,,
115-95-7,115-95-7,Linalyl Acetate,Linalyl Acetate,8294,8294,1,CC(=CCCC(C)(C=C)OC(=O)C)C,C=CC(C)(CCC=C(C)C)OC(C)=O,,CC(=CCCC(C)(C=C)OC(=O)C)C,,"Liquid; Other Solid; Liquid, Other Solid; Clear colorless liquid with an odor of bergamot; [Hawley]; Solid; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless liquid with a floral, fruity odour","Found in lavender and bergamot, linalyl acetate has a light, floral scent. It's used in perfumes and aromatherapy products, valued for its calming effects and ability to reduce stress.",Proprietary Acetate Ester,Oxygenated Aliphatics,1,2636,2636,Ho wood oil / Cane sugar,196.3,196.29,C12H20O2,C12H20O2,,220,25,25,,0.902,94,85,0.111,0.01466,,"Insoluble in water; Miscible with ethanol, ether; Soluble in alcohol, ether, diethyl phthalate, benzyl benzoate, mineral oil, fixed oils; slightly soluble in propylene glycol; insoluble in glycerol.; Solubility in water: poor; slightly soluble in propylene glycol; insoluble in glycerol and water; miscible with alcohol and fixed oils; 1 ml in 5 ml 70% alcohol (in ethanol)",8.2,liquid ,liquid,"Liquid; Other Solid; Liquid, Other Solid; Clear colorless liquid with an odor of bergamot; [Hawley]; Solid; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless liquid with a floral, fruity odour",13900,12000,5000,1000,floral,#efb1fb,,"Persistent sweet, acrid taste; Sweet, fruity, pear-like with a faintly floral note",,Floral,"...floral-fruity odor, reminiscent of bergamot and it also has some pear character; Bergamot-lavender odor; Sweet, floral-fruity odor recalling Bergamot and Pear.",Odor Threshold Low: 6.06 [ppm]; Odor threshold from CHEMINFO,"Fresh laundry, sweet and spicy, herbal, lavender flowers, citric notes.","Fresh, Herbal, Soap, Floral, Citrus"
2216-51-5,2216-51-5,L-Menthol,L-Menthol,16666,16666,1,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1CCC(C(C)C)C(O)C1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC1CCC(C(C1)O)C(C)C,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,"D,l-menthol is a white crystalline solid with a peppermint odor and taste. (NTP, 1992); Pellets or Large Crystals; Other Solid; Pellets or Large Crystals; Other Solid; Liquid; White solid with a cooling odor; [Hawley] Colorless solid with a peppermint odor; [HSDB] Colorless solid with a sweet odor; [MSDSonline]; Solid with an odor of peppermint; [Merck Index] Colorless crystalline solid; [Sigma-Aldrich MSDS]; Solid; colourless, hexagonal crystals, usually needle-like; fused masses or crystalline powder with a pleasant, peppermint-like odour","Sourced from peppermint, menthol is recognized for its cool, refreshing aroma. Widely used in oral care products, topical analgesics, and confectioneries, it's known for its soothing, cooling effect on the skin and mucous membranes.",Monoterpene,Oxygenated Aliphatics,1,2265,,Peppermint oil,156.3,156.26,C10H20O,C10H20O,216.11,218.9,37.78,37,,0.49,91.11,94,,0.011,456,"less than 1 mg/mL at 70 °F (NTP, 1992); 490 mg/L (at 25 °C); Very sol in alcohol, chloroform, ether, petroleum ether; freely sol in glacial acetic acid, liquid petrolatum; VERY SOLUBLE IN ACETONE, BENZENE; In water, 456 mg/l @ 25 °C; 0.49 mg/mL at 25 °C; very soluble in alcohol and volatile oils; slightly soluble in water",0.4,solid,solid,"D,l-menthol is a white crystalline solid with a peppermint odor and taste. (NTP, 1992); Pellets or Large Crystals; Other Solid; Pellets or Large Crystals; Other Solid; Liquid; White solid with a cooling odor; [Hawley] Colorless solid with a peppermint odor; [HSDB] Colorless solid with a sweet odor; [MSDSonline]; Solid with an odor of peppermint; [Merck Index] Colorless crystalline solid; [Sigma-Aldrich MSDS]; Solid; colourless, hexagonal crystals, usually needle-like; fused masses or crystalline powder with a pleasant, peppermint-like odour",2900,3100,5000,[950-2500],minty,#87ffbd,,Peppermint taste,,Mint,Peppermint odor,,"Fresh cooling mint, toothpaste, camphorous","Camphorous, Fresh"
103-26-4,103-26-4,Methyl Cinnamate,Methyl Cinnamate,637520,637520,1,COC(=O)/C=C/C1=CC=CC=C1,COC(=O)C=Cc1ccccc1,COC(=O)/C=C/c1ccccc1,COC(=O)C=CC1=CC=CC=C1,COC(=O)/C=C/C1=CC=CC=C1,"Liquid; Solid with a fruity, balsamic odor like strawberries; mp = 36 deg C; [Merck Index] Light yellow crystals; mp = 36-38 deg C; [Sigma-Aldrich MSDS]; Colourless crystalline mass, fruity balsamic odour","Derived from cinnamon and strawberry, methyl cinnamate offers a spicy, sweet aroma. It's utilized in perfumery for its warm, inviting scent and in flavorings to add a spicy, fruity note.",Methyl Ester,Oxygenated Aliphatics,1,2698,2698,Cassia bark / white oak,162.2,162.18,C10H10O2,C10H10O2,,265.4,,36,,1.09,,121,,0.0015,,insoluble in water; soluble in oils; moderately soluble (in ethanol),Insoluble,solid,liquid,"Liquid; Solid with a fruity, balsamic odor like strawberries; mp = 36 deg C; [Merck Index] Light yellow crystals; mp = 36-38 deg C; [Sigma-Aldrich MSDS]; Colourless crystalline mass, fruity balsamic odour",2610,,,,balsamic,#a6845e,,,"Aioli, corriander, cinnamon",Sour cinnamon,,,"Cinnamon, sour, almond, creamy, hebal, marzipan","Nutty, Herbal"
106-25-2,106-25-2,Nerol,Nerol,643820,643820,1,CC(=CCC/C(=C\CO)/C)C,CC(C)=CCCC(C)=CCO,CC(C)=CCC/C(C)=C\CO,CC(=CCCC(=CCO)C)C,CC(=CCC/C(=C\CO)/C)C,"Liquid; Liquid with an odor of sweet rose; [Merck Index] Colorless to pale yellow liquid with a pleasant odor; [CAMEO]; Colourless liquid; fresh, sweet, rose-like aroma","Found in lemongrass and roses, nerol is celebrated for its sweet, floral aroma reminiscent of rose oil. It's widely used in perfumery and flavorings, contributing to the nuanced scents of essential oils.",Monoterpenic Alcohol,Oxygenated Aliphatics,1,2270,2770,Clary sage,154.3,154.25,C10H18O,C10H18O,,224,-15,-15,,0.881,107.78,97,-2,0.004,1311,"In water, 1311 mg/L at 25 °C; In water, 531 mg/L at 25 °C; Very soluble in ethanol; Soluble in absolute alcohol; Soluble in alcohol, chloroform, ether; 0.531 mg/mL at 25 °C; Insoluble in water; soluble in chloroform, ether, most fixed oils; soluble (in ethanol)",1311,liquid ,liquid,"Liquid; Liquid with an odor of sweet rose; [Merck Index] Colorless to pale yellow liquid with a pleasant odor; [CAMEO]; Colourless liquid; fresh, sweet, rose-like aroma",4500,,5000,"[680,2200]",floral,#fdadc5,,"Bitter flavor; Fresh, citrus, floral, green, sweet, lemon/lime and waxy with a spicy depth",,Roses,"Sweet rose; The odor of pure nerol is sweet, rosy refreshing and ""wet"" seashore",,"Floral, rosy, citronella notes, citric garden, herbal notes","Floral, Fresh, Herbal, Soap"
7212-44-4,7212-44-4,Nerolidol,Nerolidol,5284507,5284507,1,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,C=CC(C)(O)CCC=C(C)CCC=C(C)C,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,CC(=CCCC(=CCCC(C)(C=C)O)C)C,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,"Colourless or very pale straw-coloured oily liquid; Faint woody-floral, slightly rose apple aroma","Present in jasmine and neroli, nerolidol is known for its fresh, floral scent. It's used in perfumery and skin care products, valued for its sedative effects and ability to enhance skin penetration of topical drugs.",Sesquiterpenic Alcohol,Oxygenated Aliphatics,1,2772,2772,"jasmine, ginger, neroli, lavender, lemongrass, and tea tree",222.4,222.37,C15H26O,C15H26O,,276,,-75,,0.88,,128,,0.00013,,Soluble in most fixed oils and propylene glycol; slightly soluble in water; insoluble in glycerol; Soluble (in ethanol),1.532,liquid ,liquid,"Colourless or very pale straw-coloured oily liquid; Faint woody-floral, slightly rose apple aroma",2610,,5000,"[10,10000]",floral,#ffdaf8,,,,Rosy floral,,,"Pale, floral, roses, herbal notes, waxy, slightly woody","Earthy, Floral, Fresh, Herbal, woody"
111-87-5,111-87-5,Octanol,Octanol,957,957,0,CCCCCCCCO,CCCCCCCCO,,CCCCCCCCO,,"Octanol appears as a clear colorless liquid with a penetrating aromatic odor. Insoluble in water and floats on water. Vapors heavier than air. Vapors may irritate the eyes, nose, and respiratory system.; Liquid; Colorless liquid with a rose-like or lemon-like odor; [AIHA]; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless liquid/sharp fatty-citrus odour","Sourced from citrus oils and ginger, octanol has a fresh, citrusy aroma. It's used in flavorings for its zesty note and in perfumery to impart a clean, refreshing scent.",Aliphatic Alcohol,Oxygenated Aliphatics,1,2797,2800,Coconut oil,130.2,130.23,C8H18O,C8H18O,195,194,-15,-15.5,,0.828,81.11,86.5,,0.011,540,"In water, 540 mg/L at 25 °C; Miscible in ethanol, ether; soluble in carbon tetrachloride; Miscible with chloroform, mineral oil; immiscible with glycerol; SOL IN PROPYLENE GLYCOL.; 0.54 mg/mL; Solubility in water, mg/l at 20 °C: 0.30 (very poor); soluble in most fixed oils, propylene glycol; insoluble in glycerin; 1 ml in 5 ml 50% alcohol (in ethanol)",540,liquid ,gas,"Octanol appears as a clear colorless liquid with a penetrating aromatic odor. Insoluble in water and floats on water. Vapors heavier than air. Vapors may irritate the eyes, nose, and respiratory system.; Liquid; Colorless liquid with a rose-like or lemon-like odor; [AIHA]; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless liquid/sharp fatty-citrus odour",3200,,,"[42,480]",waxy,,,"OILY, SWEET, SLIGHTLY HERBACEOUS TASTE",,,Fresh orange rose odor; Penetrating aromatic odor,[Hawley] Odor threshold low = 0.69 mg/m3; The odor and taste threshold for 1-octanol was reported at about 24 ppm.; 0.69 mg/cu m (Odor low) 0.69 mg/cu m (Odor high); Odor perception threshold is 0.05 mg/L (for primary and secondary octyl alcohol).,,
